meal_id,meal_name,cuisine,meal_type,diet_type,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,is_healthy,image_url
1499,Practice Rice,Thai,Lunch,Low-Carb,372,52.6,126.3,59.3,8.2,28.7,1300,262,321,Baked,41,98,2.1,0,https://example.com/images/meal_1499.jpg
1500,Capital Wrap,Mexican,Lunch,Vegan,910,70.0,37.6,37.3,27.5,9.8,1979,215,251,Raw,24,36,1.4,0,https://example.com/images/meal_1500.jpg
1501,Safe Rice,Mexican,Dinner,Paleo,372,62.9,27.0,51.2,8.0,0.4,1317,48,360,Boiled,31,74,4.9,0,https://example.com/images/meal_1501.jpg
1502,Tax Rice,American,Dinner,Balanced,301,35.5,48.0,43.6,23.1,31.0,1439,5,255,Baked,50,27,4.2,0,https://example.com/images/meal_1502.jpg
1503,Feel Salad,Japanese,Dinner,Keto,1160,44.1,42.0,31.2,3.8,3.5,2249,275,166,Steamed,39,59,3.4,0,https://example.com/images/meal_1503.jpg
1504,Hour Sandwich,Thai,Breakfast,Vegetarian,1107,56.7,29.6,36.3,22.8,38.1,1502,243,203,Baked,59,115,2.4,0,https://example.com/images/meal_1504.jpg
1505,Police Curry,Indian,Lunch,Vegan,1033,8.4,120.1,21.4,28.3,4.6,1762,86,487,Steamed,35,83,3.4,0,https://example.com/images/meal_1505.jpg
1506,Treatment Wrap,Indian,Dinner,Paleo,842,56.6,123.4,13.4,15.7,36.6,1620,283,209,Steamed,18,66,1.7,0,https://example.com/images/meal_1506.jpg
1507,Particular Salad,Thai,Lunch,Balanced,395,6.6,54.8,46.9,18.0,12.0,897,226,108,Boiled,5,19,4.2,0,https://example.com/images/meal_1507.jpg
1508,Military Stew,Thai,Lunch,Keto,1038,31.0,65.1,54.5,5.3,16.3,2082,235,348,Grilled,36,83,3.4,0,https://example.com/images/meal_1508.jpg
1509,Area Salad,Chinese,Lunch,Vegan,840,60.0,64.8,50.2,10.4,5.8,2096,129,366,Roasted,53,92,2.7,0,https://example.com/images/meal_1509.jpg
1510,Bag Sandwich,Mexican,Breakfast,Vegan,849,47.2,125.0,25.6,13.7,40.9,1572,182,448,Grilled,53,68,2.9,0,https://example.com/images/meal_1510.jpg
1511,Contain Stew,Indian,Breakfast,Low-Carb,146,29.6,32.3,17.1,14.7,24.1,2450,14,275,Raw,59,29,2.5,0,https://example.com/images/meal_1511.jpg
1512,Ok Wrap,American,Dinner,Paleo,1117,78.3,46.5,20.9,19.1,35.9,1618,109,269,Boiled,16,82,1.1,0,https://example.com/images/meal_1512.jpg
1513,Father Stew,Italian,Lunch,Balanced,845,74.8,93.3,15.4,21.5,38.8,546,286,478,Roasted,53,105,1.2,0,https://example.com/images/meal_1513.jpg
1514,Southern Stew,Mediterranean,Breakfast,Vegetarian,1057,77.0,7.6,36.5,20.1,49.5,108,88,244,Fried,41,119,2.3,0,https://example.com/images/meal_1514.jpg
1515,Set Rice,Thai,Breakfast,Paleo,842,14.1,79.5,55.1,7.2,49.1,457,64,448,Boiled,59,46,4.0,0,https://example.com/images/meal_1515.jpg
1516,Toward Rice,Chinese,Snack,Paleo,1200,22.3,51.8,20.9,20.1,14.9,818,53,343,Roasted,46,31,4.6,0,https://example.com/images/meal_1516.jpg
1517,Smile Wrap,Mexican,Dinner,Vegetarian,899,20.1,59.7,37.9,12.4,28.7,1107,40,113,Steamed,34,52,4.0,0,https://example.com/images/meal_1517.jpg
1518,Force Salad,Japanese,Breakfast,Vegan,267,58.6,119.8,25.1,23.8,3.6,804,49,204,Boiled,42,19,3.9,0,https://example.com/images/meal_1518.jpg
1519,Expert Salad,Italian,Snack,Vegan,659,61.1,136.9,29.3,26.7,0.5,301,97,152,Fried,38,75,2.4,0,https://example.com/images/meal_1519.jpg
1520,Stock Curry,Indian,Lunch,Paleo,772,6.0,85.4,59.9,5.6,28.0,1530,272,171,Roasted,19,62,4.1,0,https://example.com/images/meal_1520.jpg
1521,Understand Curry,Chinese,Dinner,Vegan,432,43.3,81.7,12.3,15.0,10.1,1573,246,247,Baked,56,13,4.3,1,https://example.com/images/meal_1521.jpg
1522,Rise Sandwich,Chinese,Dinner,Paleo,215,8.2,95.1,39.8,23.7,12.6,126,118,197,Steamed,13,109,4.0,0,https://example.com/images/meal_1522.jpg
1523,Apply Pasta,American,Breakfast,Balanced,1029,57.4,136.6,1.7,3.4,46.6,1846,133,336,Roasted,18,31,1.8,0,https://example.com/images/meal_1523.jpg
1524,Cultural Curry,Mediterranean,Dinner,Keto,612,16.7,122.0,39.3,10.8,45.0,834,142,334,Roasted,13,12,1.6,0,https://example.com/images/meal_1524.jpg
1525,First Pasta,Chinese,Dinner,Paleo,323,19.7,31.2,56.4,24.9,41.3,2439,201,212,Steamed,56,16,3.6,0,https://example.com/images/meal_1525.jpg
1526,Have Curry,Chinese,Dinner,Keto,1001,45.8,90.1,7.9,26.1,33.8,567,50,403,Fried,53,53,5.0,0,https://example.com/images/meal_1526.jpg
1527,Environment Salad,Chinese,Lunch,Low-Carb,778,34.6,61.2,55.6,27.2,11.0,70,194,153,Steamed,30,80,2.8,0,https://example.com/images/meal_1527.jpg
1528,Lot Wrap,Thai,Dinner,Vegan,284,6.0,107.6,56.8,6.6,20.3,2352,253,473,Steamed,11,77,1.6,0,https://example.com/images/meal_1528.jpg
1529,Likely Stew,Indian,Snack,Balanced,727,23.8,12.4,35.8,10.6,13.4,1831,67,394,Fried,12,68,3.4,0,https://example.com/images/meal_1529.jpg
1530,South Curry,Italian,Snack,Vegan,716,55.3,105.0,49.9,20.1,12.2,1916,190,479,Steamed,44,49,3.9,0,https://example.com/images/meal_1530.jpg
1531,Day Wrap,Mediterranean,Snack,Vegetarian,1090,25.5,109.8,43.0,5.0,13.1,467,217,297,Steamed,28,104,4.5,0,https://example.com/images/meal_1531.jpg
1532,Air Wrap,American,Lunch,Vegan,541,24.0,80.7,31.9,26.8,7.0,65,212,294,Baked,7,15,1.8,0,https://example.com/images/meal_1532.jpg
1533,Cold Wrap,Mediterranean,Snack,Vegan,1013,62.9,12.2,28.1,2.1,24.3,710,183,470,Steamed,57,97,4.5,0,https://example.com/images/meal_1533.jpg
1534,Thousand Rice,Italian,Snack,Paleo,162,34.1,101.3,57.7,25.2,43.5,1206,10,158,Grilled,20,116,2.7,0,https://example.com/images/meal_1534.jpg
1535,Human Curry,Italian,Lunch,Vegetarian,1148,40.9,53.8,9.0,10.0,7.3,1648,171,250,Boiled,32,33,3.9,0,https://example.com/images/meal_1535.jpg
1536,Car Rice,American,Breakfast,Vegan,1189,35.0,120.9,54.0,29.7,27.8,1450,142,288,Boiled,38,94,1.7,0,https://example.com/images/meal_1536.jpg
1537,Group Rice,Chinese,Snack,Balanced,935,22.8,57.8,57.9,0.2,1.8,2421,13,301,Steamed,59,79,2.8,0,https://example.com/images/meal_1537.jpg
1538,Agent Curry,Italian,Breakfast,Paleo,153,77.3,48.5,1.7,7.2,49.0,2063,125,358,Steamed,41,10,1.6,0,https://example.com/images/meal_1538.jpg
1539,Can Sandwich,Thai,Breakfast,Low-Carb,620,57.9,108.3,34.7,25.1,31.4,1950,139,404,Fried,52,44,2.4,0,https://example.com/images/meal_1539.jpg
1540,Risk Stew,Indian,Snack,Low-Carb,844,5.4,5.5,17.0,6.9,28.6,60,122,421,Baked,22,71,3.0,0,https://example.com/images/meal_1540.jpg
1541,Political Pasta,Thai,Snack,Vegetarian,368,51.0,90.7,11.4,20.0,20.2,1658,142,186,Baked,34,53,4.7,0,https://example.com/images/meal_1541.jpg
1542,Mrs Curry,Italian,Breakfast,Keto,137,60.3,54.6,2.3,2.0,20.0,1801,150,437,Steamed,6,113,1.2,0,https://example.com/images/meal_1542.jpg
1543,Reality Soup,Japanese,Snack,Vegetarian,1184,33.8,106.6,35.8,14.0,11.9,1482,4,462,Raw,38,62,1.8,0,https://example.com/images/meal_1543.jpg
1544,Effort Wrap,Mexican,Lunch,Paleo,283,70.5,141.6,53.6,19.0,5.0,2297,160,380,Roasted,27,111,3.9,0,https://example.com/images/meal_1544.jpg
1545,Sell Salad,American,Lunch,Balanced,1035,50.9,50.0,8.0,27.1,28.8,1176,153,270,Steamed,53,102,2.2,0,https://example.com/images/meal_1545.jpg
1546,Already Sandwich,Mexican,Lunch,Vegetarian,1072,30.8,70.9,55.5,26.4,6.6,183,56,401,Roasted,29,10,2.2,0,https://example.com/images/meal_1546.jpg
1547,Case Pasta,Indian,Snack,Keto,1121,67.4,109.8,32.1,14.9,13.1,532,281,336,Raw,5,37,4.7,0,https://example.com/images/meal_1547.jpg
1548,Once Sandwich,Chinese,Dinner,Balanced,317,54.8,36.0,11.6,18.0,39.5,1344,197,401,Raw,40,89,3.6,0,https://example.com/images/meal_1548.jpg
1549,Hour Salad,Thai,Dinner,Paleo,335,77.3,26.5,38.4,0.9,29.6,262,214,155,Steamed,44,16,2.5,0,https://example.com/images/meal_1549.jpg
1550,Moment Wrap,Indian,Snack,Balanced,193,29.5,79.5,16.3,14.3,33.6,2066,77,286,Roasted,55,88,1.8,0,https://example.com/images/meal_1550.jpg
1551,Certainly Pasta,Indian,Breakfast,Vegan,537,38.6,137.0,42.9,20.7,46.0,824,1,154,Boiled,55,67,2.3,0,https://example.com/images/meal_1551.jpg
1552,School Wrap,Mexican,Dinner,Keto,788,7.0,128.8,2.6,17.1,33.7,1625,255,369,Baked,34,55,3.0,0,https://example.com/images/meal_1552.jpg
1553,Rather Pasta,American,Snack,Low-Carb,585,51.4,147.6,43.2,19.3,31.1,1854,292,314,Fried,29,73,4.7,0,https://example.com/images/meal_1553.jpg
1554,Two Pasta,Japanese,Snack,Vegan,557,35.4,68.3,19.6,20.2,21.5,1949,208,483,Grilled,28,68,2.6,0,https://example.com/images/meal_1554.jpg
1555,Future Sandwich,American,Breakfast,Vegetarian,944,23.4,130.5,41.5,17.7,14.4,1020,44,374,Steamed,38,92,4.1,0,https://example.com/images/meal_1555.jpg
1556,Before Rice,American,Breakfast,Keto,777,74.0,5.8,27.6,2.7,46.7,2412,56,250,Raw,34,73,4.0,0,https://example.com/images/meal_1556.jpg
1557,Morning Stew,Indian,Breakfast,Paleo,1074,20.0,110.9,30.2,26.7,14.1,1609,14,138,Boiled,29,64,1.6,0,https://example.com/images/meal_1557.jpg
1558,Live Soup,Mexican,Snack,Keto,482,36.6,35.1,32.9,16.8,41.7,181,179,240,Boiled,42,37,2.3,0,https://example.com/images/meal_1558.jpg
1559,Career Stew,Mediterranean,Dinner,Paleo,856,20.3,63.4,37.0,6.5,12.5,1836,273,489,Steamed,41,81,2.2,0,https://example.com/images/meal_1559.jpg
1560,Thought Pasta,Mexican,Breakfast,Keto,304,7.9,55.2,29.8,9.7,2.0,2345,26,173,Steamed,50,41,2.4,0,https://example.com/images/meal_1560.jpg
1561,Sort Pasta,Thai,Lunch,Vegetarian,1158,40.2,131.7,55.5,22.5,1.7,421,263,230,Baked,44,23,2.7,0,https://example.com/images/meal_1561.jpg
1562,Lead Curry,Italian,Dinner,Keto,494,12.4,143.4,3.0,16.3,42.0,1630,8,127,Baked,10,106,3.8,0,https://example.com/images/meal_1562.jpg
1563,Base Rice,Japanese,Lunch,Low-Carb,180,41.3,45.5,16.8,16.3,9.5,1560,203,148,Grilled,12,56,2.8,1,https://example.com/images/meal_1563.jpg
1564,Although Salad,Mediterranean,Dinner,Paleo,636,28.6,123.0,9.1,13.0,7.6,1995,197,433,Boiled,20,23,1.2,1,https://example.com/images/meal_1564.jpg
1565,Writer Salad,American,Snack,Low-Carb,1155,69.4,146.8,52.7,24.6,14.7,1925,124,298,Raw,25,102,1.4,0,https://example.com/images/meal_1565.jpg
1566,Purpose Salad,Chinese,Dinner,Vegan,224,72.0,88.3,2.3,10.6,2.8,241,247,179,Boiled,14,39,4.1,1,https://example.com/images/meal_1566.jpg
1567,Model Wrap,Mexican,Dinner,Paleo,196,67.4,129.9,42.2,15.1,9.5,138,49,425,Baked,22,105,3.0,0,https://example.com/images/meal_1567.jpg
1568,Character Pasta,Chinese,Dinner,Vegan,367,14.7,20.0,20.1,7.1,28.9,194,216,306,Fried,30,54,3.2,0,https://example.com/images/meal_1568.jpg
1569,Main Sandwich,Mediterranean,Lunch,Paleo,523,50.3,56.0,4.4,13.0,23.3,1813,188,475,Fried,5,67,1.1,0,https://example.com/images/meal_1569.jpg
1570,Have Wrap,Indian,Dinner,Paleo,417,10.3,6.0,13.5,4.3,48.2,2223,14,110,Grilled,53,9,3.8,0,https://example.com/images/meal_1570.jpg
1571,Recently Pasta,Mexican,Lunch,Low-Carb,569,61.1,98.8,26.7,2.7,25.0,605,228,460,Raw,10,33,4.8,0,https://example.com/images/meal_1571.jpg
1572,Too Salad,Thai,Breakfast,Balanced,829,23.4,118.3,36.6,9.5,24.3,1517,119,143,Raw,45,70,3.1,0,https://example.com/images/meal_1572.jpg
1573,Art Soup,Japanese,Dinner,Paleo,840,7.2,95.4,10.1,5.3,28.8,431,72,109,Fried,40,100,3.6,0,https://example.com/images/meal_1573.jpg
1574,Fight Stew,Japanese,Snack,Low-Carb,680,54.2,93.6,58.6,29.7,0.7,1492,265,497,Baked,51,98,4.5,0,https://example.com/images/meal_1574.jpg
1575,Note Wrap,Mediterranean,Dinner,Vegan,903,71.6,132.9,2.3,25.0,18.1,995,87,382,Roasted,44,45,1.6,0,https://example.com/images/meal_1575.jpg
1576,Well Stew,Thai,Dinner,Vegetarian,565,50.9,78.3,8.9,9.9,5.2,805,231,122,Raw,29,11,2.6,1,https://example.com/images/meal_1576.jpg
1577,Deep Pasta,American,Snack,Balanced,1066,56.2,99.6,5.5,25.5,34.0,2208,143,250,Steamed,55,53,4.9,0,https://example.com/images/meal_1577.jpg
1578,Sport Stew,Italian,Lunch,Paleo,1093,40.1,0.2,49.4,19.2,27.3,960,257,317,Raw,24,25,1.4,0,https://example.com/images/meal_1578.jpg
1579,Side Salad,Indian,Lunch,Paleo,328,41.8,99.7,9.2,25.6,4.8,80,62,408,Steamed,55,27,4.4,1,https://example.com/images/meal_1579.jpg
1580,Country Sandwich,Chinese,Breakfast,Low-Carb,240,46.4,73.5,4.8,17.7,23.8,2345,33,224,Boiled,35,107,3.5,0,https://example.com/images/meal_1580.jpg
1581,Maybe Salad,Mediterranean,Snack,Paleo,967,16.8,96.1,22.8,18.3,30.8,392,175,296,Boiled,10,46,3.5,0,https://example.com/images/meal_1581.jpg
1582,Language Pasta,Thai,Breakfast,Paleo,1089,6.4,120.8,33.6,0.9,2.7,548,290,286,Raw,51,85,2.8,0,https://example.com/images/meal_1582.jpg
1583,Personal Curry,Japanese,Breakfast,Keto,1136,22.7,36.9,53.7,6.6,23.3,1421,195,486,Fried,17,107,2.5,0,https://example.com/images/meal_1583.jpg
1584,Eat Rice,American,Dinner,Vegetarian,342,72.0,52.2,27.3,28.8,12.4,1899,93,334,Fried,21,7,1.0,0,https://example.com/images/meal_1584.jpg
1585,Apply Curry,Indian,Dinner,Balanced,216,51.4,9.0,58.5,11.3,22.7,1986,286,157,Grilled,33,57,2.4,0,https://example.com/images/meal_1585.jpg
1586,They Salad,American,Snack,Balanced,1035,42.7,43.7,36.2,8.4,13.7,2019,191,186,Raw,56,100,2.6,0,https://example.com/images/meal_1586.jpg
1587,Lot Pasta,Japanese,Breakfast,Keto,762,11.5,27.2,52.1,13.8,9.8,1264,247,357,Fried,27,14,4.0,0,https://example.com/images/meal_1587.jpg
1588,Card Sandwich,Indian,Dinner,Keto,858,19.4,11.1,20.6,12.8,31.7,717,299,486,Boiled,8,51,1.5,0,https://example.com/images/meal_1588.jpg
1589,Will Rice,Chinese,Breakfast,Vegan,375,26.3,142.9,11.7,25.8,15.2,1160,138,293,Steamed,36,59,3.8,1,https://example.com/images/meal_1589.jpg
1590,Time Wrap,Mediterranean,Lunch,Balanced,1025,41.6,43.5,46.0,14.0,20.7,303,203,116,Fried,39,103,3.8,0,https://example.com/images/meal_1590.jpg
1591,Learn Stew,Indian,Snack,Vegan,257,36.4,119.6,31.5,1.4,49.4,1648,99,456,Grilled,32,112,3.7,0,https://example.com/images/meal_1591.jpg
1592,Huge Soup,Indian,Snack,Balanced,1166,40.2,139.5,3.4,20.4,43.7,871,100,372,Fried,42,14,2.9,0,https://example.com/images/meal_1592.jpg
1593,Other Stew,Mexican,Breakfast,Vegan,463,43.8,4.8,41.9,28.3,41.1,895,239,446,Boiled,36,21,2.8,0,https://example.com/images/meal_1593.jpg
1594,Now Pasta,Thai,Breakfast,Keto,222,37.2,26.4,15.7,4.9,44.7,613,62,114,Boiled,50,96,2.2,0,https://example.com/images/meal_1594.jpg
1595,Go Rice,Japanese,Dinner,Balanced,818,48.8,34.3,33.9,28.0,36.6,358,229,108,Steamed,41,39,2.2,0,https://example.com/images/meal_1595.jpg
1596,Reveal Pasta,Indian,Snack,Keto,1099,31.1,61.6,0.7,6.4,49.5,1307,94,496,Roasted,58,69,3.9,0,https://example.com/images/meal_1596.jpg
1597,Coach Pasta,American,Dinner,Vegan,158,26.9,121.6,11.2,12.8,20.9,441,22,250,Raw,58,90,3.3,0,https://example.com/images/meal_1597.jpg
1598,See Rice,American,Breakfast,Vegan,739,42.1,31.3,19.1,26.1,4.9,586,226,450,Fried,59,27,3.2,0,https://example.com/images/meal_1598.jpg
1599,Data Curry,Mediterranean,Breakfast,Vegetarian,787,43.6,68.6,43.7,16.9,43.7,134,247,290,Raw,21,35,2.0,0,https://example.com/images/meal_1599.jpg
1600,True Soup,Italian,Lunch,Vegetarian,153,14.7,110.6,45.6,9.3,39.2,610,156,100,Fried,52,49,1.3,0,https://example.com/images/meal_1600.jpg
1601,Lay Sandwich,Mexican,Lunch,Balanced,158,39.1,131.0,42.7,2.6,4.0,1196,282,441,Roasted,60,108,3.1,0,https://example.com/images/meal_1601.jpg
1602,Be Pasta,Mediterranean,Snack,Vegan,232,79.0,31.3,4.3,27.2,10.5,326,206,117,Fried,32,110,1.9,1,https://example.com/images/meal_1602.jpg
1603,Thus Salad,Thai,Dinner,Vegetarian,408,70.3,107.4,41.9,14.8,45.2,1638,0,202,Roasted,36,65,1.7,0,https://example.com/images/meal_1603.jpg
1604,News Rice,American,Snack,Vegetarian,552,66.9,47.2,25.1,17.6,13.3,2204,236,442,Steamed,48,57,2.9,0,https://example.com/images/meal_1604.jpg
1605,Carry Pasta,Italian,Dinner,Balanced,632,45.5,57.4,36.8,29.1,46.9,376,3,230,Boiled,8,44,1.8,0,https://example.com/images/meal_1605.jpg
1606,Available Rice,Thai,Dinner,Balanced,861,58.8,115.0,40.1,7.0,41.1,694,91,387,Baked,55,41,3.9,0,https://example.com/images/meal_1606.jpg
1607,Under Sandwich,Thai,Breakfast,Paleo,207,78.0,75.3,2.4,2.6,46.3,1173,147,335,Fried,35,66,3.9,0,https://example.com/images/meal_1607.jpg
1608,Policy Soup,Thai,Snack,Vegan,621,53.8,118.9,15.3,18.6,19.1,852,287,417,Boiled,34,91,1.8,1,https://example.com/images/meal_1608.jpg
1609,At Wrap,Italian,Snack,Paleo,277,20.0,119.9,5.3,17.5,6.6,1270,240,140,Roasted,25,13,2.5,1,https://example.com/images/meal_1609.jpg
1610,Official Sandwich,Thai,Breakfast,Keto,814,54.0,39.2,34.0,25.9,43.8,1970,183,486,Roasted,17,106,2.5,0,https://example.com/images/meal_1610.jpg
1611,Story Soup,Thai,Dinner,Vegan,533,72.3,120.9,55.4,24.0,24.9,1321,286,487,Raw,25,6,4.6,0,https://example.com/images/meal_1611.jpg
1612,Sister Salad,Mexican,Breakfast,Balanced,1175,9.4,97.5,34.3,15.2,41.0,1110,81,461,Baked,51,46,4.6,0,https://example.com/images/meal_1612.jpg
1613,Audience Rice,Japanese,Breakfast,Keto,652,53.1,104.1,15.4,6.3,36.1,2360,100,463,Boiled,18,117,3.8,0,https://example.com/images/meal_1613.jpg
1614,Measure Stew,Chinese,Lunch,Vegetarian,197,52.0,101.9,29.1,0.4,35.9,294,63,306,Roasted,23,64,3.6,0,https://example.com/images/meal_1614.jpg
1615,Amount Pasta,Japanese,Lunch,Paleo,841,64.5,79.5,54.6,4.0,36.1,641,15,370,Raw,40,34,3.0,0,https://example.com/images/meal_1615.jpg
1616,Whether Pasta,Mexican,Breakfast,Vegan,513,20.2,147.0,34.0,8.3,31.5,2123,253,375,Roasted,10,16,1.3,0,https://example.com/images/meal_1616.jpg
1617,Including Pasta,Mediterranean,Lunch,Paleo,700,13.2,91.3,4.7,7.8,25.2,1193,84,384,Baked,42,68,2.8,0,https://example.com/images/meal_1617.jpg
1618,Teach Rice,American,Lunch,Balanced,250,62.8,92.4,38.9,26.1,32.9,2250,86,237,Steamed,18,58,2.0,0,https://example.com/images/meal_1618.jpg
1619,Blood Curry,Mexican,Snack,Paleo,1149,65.3,57.3,47.8,18.9,44.8,932,289,239,Fried,16,98,2.3,0,https://example.com/images/meal_1619.jpg
1620,Score Sandwich,Indian,Lunch,Keto,439,50.3,85.9,10.2,8.7,39.6,1285,275,125,Raw,57,19,1.6,0,https://example.com/images/meal_1620.jpg
1621,Police Sandwich,Chinese,Lunch,Paleo,1027,67.1,104.8,20.2,2.9,4.5,1082,117,223,Grilled,17,75,3.3,0,https://example.com/images/meal_1621.jpg
1622,Law Stew,Chinese,Dinner,Vegetarian,708,76.8,52.1,34.9,27.3,43.5,2166,119,328,Baked,28,26,3.7,0,https://example.com/images/meal_1622.jpg
1623,Finish Pasta,Italian,Breakfast,Paleo,1050,7.5,138.3,49.8,3.2,25.5,1524,79,422,Boiled,24,14,2.7,0,https://example.com/images/meal_1623.jpg
1624,She Soup,Mediterranean,Snack,Paleo,1103,12.0,149.4,22.0,20.1,28.6,2000,105,359,Raw,10,68,2.0,0,https://example.com/images/meal_1624.jpg
1625,Talk Wrap,Thai,Breakfast,Balanced,1185,47.4,1.2,11.4,29.5,45.7,1702,201,465,Fried,19,32,2.3,0,https://example.com/images/meal_1625.jpg
1626,Billion Soup,Thai,Snack,Low-Carb,758,40.7,85.9,11.0,3.0,26.0,2347,238,171,Roasted,7,12,1.0,0,https://example.com/images/meal_1626.jpg
1627,Ready Sandwich,Chinese,Lunch,Vegetarian,562,13.5,98.9,56.5,22.3,11.9,357,283,497,Grilled,22,76,2.8,0,https://example.com/images/meal_1627.jpg
1628,Skin Soup,Thai,Breakfast,Paleo,450,28.3,120.7,28.9,11.8,28.1,1897,150,408,Steamed,32,83,1.8,0,https://example.com/images/meal_1628.jpg
1629,Million Soup,Mediterranean,Snack,Low-Carb,868,18.8,125.7,34.8,11.0,12.1,1543,13,203,Raw,35,38,3.3,0,https://example.com/images/meal_1629.jpg
1630,Price Rice,Mediterranean,Dinner,Balanced,593,10.6,18.8,32.2,12.2,14.4,1122,124,272,Baked,16,32,2.9,0,https://example.com/images/meal_1630.jpg
1631,Popular Salad,Mediterranean,Breakfast,Vegan,1171,78.1,71.0,58.8,1.2,24.4,958,146,276,Roasted,9,100,4.9,0,https://example.com/images/meal_1631.jpg
1632,Moment Wrap,Japanese,Snack,Paleo,1040,78.2,99.5,22.9,7.2,13.6,2271,253,414,Roasted,12,56,1.7,0,https://example.com/images/meal_1632.jpg
1633,Truth Rice,Japanese,Breakfast,Keto,327,20.4,33.6,46.1,19.3,36.8,1346,147,157,Roasted,42,107,4.1,0,https://example.com/images/meal_1633.jpg
1634,Because Rice,American,Dinner,Paleo,311,17.2,68.9,44.5,23.9,15.7,1533,101,307,Boiled,51,96,2.0,0,https://example.com/images/meal_1634.jpg
1635,Message Soup,Italian,Snack,Vegan,1079,34.6,124.7,45.2,15.8,27.4,411,32,360,Raw,22,71,3.0,0,https://example.com/images/meal_1635.jpg
1636,Responsibility Soup,Thai,Lunch,Vegan,808,26.2,43.0,5.9,0.6,36.8,352,190,190,Steamed,57,6,4.6,0,https://example.com/images/meal_1636.jpg
1637,Year Soup,Chinese,Lunch,Low-Carb,890,74.1,80.5,46.3,4.9,21.9,1293,6,182,Grilled,58,98,3.8,0,https://example.com/images/meal_1637.jpg
1638,Course Stew,Japanese,Lunch,Paleo,859,39.1,141.3,11.0,21.6,48.1,1777,79,250,Raw,60,118,2.5,0,https://example.com/images/meal_1638.jpg
1639,Together Stew,American,Breakfast,Low-Carb,183,12.1,33.4,54.8,6.5,21.0,884,179,441,Grilled,7,61,5.0,0,https://example.com/images/meal_1639.jpg
1640,Better Wrap,American,Breakfast,Paleo,337,69.7,44.6,55.4,19.0,29.9,2247,67,467,Grilled,60,10,2.0,0,https://example.com/images/meal_1640.jpg
1641,Sound Wrap,Indian,Breakfast,Paleo,735,47.5,108.9,12.3,4.5,40.3,451,147,330,Raw,24,81,1.3,0,https://example.com/images/meal_1641.jpg
1642,Section Pasta,Indian,Snack,Vegan,942,17.1,94.5,37.9,19.7,19.6,1818,186,216,Fried,24,23,3.5,0,https://example.com/images/meal_1642.jpg
1643,Protect Curry,Mexican,Lunch,Balanced,634,35.9,109.7,10.4,0.7,31.7,607,204,480,Raw,31,64,3.1,0,https://example.com/images/meal_1643.jpg
1644,Month Pasta,American,Breakfast,Paleo,912,49.4,122.6,28.2,23.1,21.3,1360,175,449,Fried,9,99,1.5,0,https://example.com/images/meal_1644.jpg
1645,Style Sandwich,Chinese,Dinner,Balanced,601,42.2,87.6,51.7,18.6,39.2,1123,214,194,Boiled,19,65,3.4,0,https://example.com/images/meal_1645.jpg
1646,Position Rice,Japanese,Snack,Paleo,723,18.1,135.0,18.4,7.8,49.6,1691,200,400,Roasted,55,116,2.9,0,https://example.com/images/meal_1646.jpg
1647,Until Rice,Indian,Breakfast,Vegetarian,720,52.7,54.3,16.2,15.5,39.8,2105,151,339,Boiled,37,33,1.5,0,https://example.com/images/meal_1647.jpg
1648,Single Curry,American,Lunch,Vegetarian,1024,70.7,4.7,3.6,1.6,0.9,1922,145,392,Grilled,36,45,4.1,0,https://example.com/images/meal_1648.jpg
1649,Shake Curry,Chinese,Breakfast,Low-Carb,1185,42.1,142.2,44.0,16.6,31.5,1631,5,267,Steamed,19,31,1.1,0,https://example.com/images/meal_1649.jpg
1650,Call Stew,Chinese,Snack,Vegan,691,65.7,137.2,18.7,24.9,0.0,2424,134,198,Steamed,33,72,2.8,1,https://example.com/images/meal_1650.jpg
1651,Record Pasta,American,Lunch,Keto,479,25.5,43.3,15.8,5.4,15.3,1151,109,302,Raw,48,62,4.0,1,https://example.com/images/meal_1651.jpg
1652,Range Stew,American,Lunch,Vegetarian,428,60.4,46.9,55.2,2.5,33.3,551,22,139,Roasted,59,27,3.1,0,https://example.com/images/meal_1652.jpg
1653,Attention Rice,Mexican,Lunch,Vegan,781,31.1,0.4,53.8,10.8,47.2,335,70,266,Roasted,44,108,1.7,0,https://example.com/images/meal_1653.jpg
1654,Save Rice,Italian,Dinner,Keto,899,9.7,79.9,7.6,13.1,41.2,2229,210,380,Roasted,35,32,3.4,0,https://example.com/images/meal_1654.jpg
1655,Image Pasta,Mexican,Snack,Balanced,146,7.3,57.7,21.8,11.2,28.2,246,146,254,Raw,27,37,2.7,0,https://example.com/images/meal_1655.jpg
1656,Simply Soup,Italian,Dinner,Low-Carb,881,44.9,148.5,21.9,7.9,43.7,630,153,212,Roasted,53,85,1.1,0,https://example.com/images/meal_1656.jpg
1657,Beautiful Rice,Indian,Snack,Balanced,1081,68.5,43.3,24.2,26.5,35.2,2067,270,238,Roasted,44,41,2.1,0,https://example.com/images/meal_1657.jpg
1658,Positive Wrap,Italian,Snack,Balanced,665,7.9,98.3,14.8,18.8,48.7,582,223,287,Fried,25,40,1.4,0,https://example.com/images/meal_1658.jpg
1659,Personal Soup,Chinese,Breakfast,Balanced,930,22.6,80.5,14.6,25.7,14.6,1564,122,465,Steamed,17,63,2.2,0,https://example.com/images/meal_1659.jpg
